,Upwelling,Sahel,Sahara,West Africa,Central Africa,Europe,North America,South America,North Atlantic,South Atlantic
2007-01-01 00:00,0.0,1.12,75.35,0.0,0.0,7.43,0.0,0.0,16.09,0.0
2007-01-01 06:00,0.0,1.8,71.7,0.04,0.0,8.24,0.0,0.0,18.22,0.0
2007-01-01 12:00,0.0,1.58,73.36,0.07,0.0,11.41,0.0,0.0,13.57,0.0
2007-01-01 18:00,0.0,1.96,71.4,0.0,0.0,4.6,0.0,0.0,21.93,0.11
2007-01-02 00:00,0.0,0.67,63.71,0.15,0.0,5.66,0.0,0.0,29.81,0.0
2007-01-02 06:00,0.0,1.4,63.19,0.0,0.0,6.13,1.58,0.0,27.7,0.0
2007-01-02 12:00,0.0,0.41,68.48,0.0,0.0,9.13,0.07,0.0,21.91,0.0
2007-01-02 18:00,0.0,0.42,63.85,0.0,0.0,11.68,0.0,0.0,24.05,0.0
2007-01-03 00:00,0.0,0.59,64.75,0.0,0.0,10.28,0.0,0.0,24.39,0.0
2007-01-03 06:00,0.0,3.04,64.12,0.0,0.0,7.05,0.37,0.0,25.41,0.0
2007-01-03 12:00,0.0,5.11,72.44,0.0,0.0,4.23,0.0,0.0,18.23,0.0
2007-01-03 18:00,0.0,5.47,74.15,0.0,0.0,6.14,0.0,0.0,14.24,0.0
2007-01-04 00:00,0.0,5.66,68.26,0.07,0.0,6.87,0.0,0.0,19.15,0.0
2007-01-04 06:00,0.0,17.01,55.08,0.53,0.0,7.12,0.0,0.0,20.26,0.0
2007-01-04 12:00,0.0,6.56,59.1,0.09,0.0,11.03,0.0,0.0,22.39,0.83
2007-01-04 18:00,0.0,6.16,56.54,0.0,0.0,21.94,0.0,0.0,14.21,1.15
2007-01-05 00:00,0.0,2.4,51.31,0.0,0.0,24.3,0.0,0.0,21.99,0.0
2007-01-05 06:00,0.0,3.83,39.68,0.0,0.0,24.87,0.0,0.0,31.17,0.45
2007-01-05 12:00,0.0,8.99,44.89,0.0,0.0,20.86,0.0,0.0,22.66,2.59
2007-01-05 18:00,0.0,8.36,50.45,0.0,0.0,20.1,0.0,0.0,20.75,0.35
2007-01-06 00:00,0.0,4.27,49.85,0.0,0.0,16.32,0.0,0.0,29.55,0.0
2007-01-06 06:00,0.0,6.47,38.02,0.0,0.0,10.05,0.0,0.0,45.45,0.0
2007-01-06 12:00,0.0,1.61,59.39,0.0,0.0,16.76,0.0,0.0,22.24,0.0
2007-01-06 18:00,0.0,0.69,61.24,0.0,0.0,13.88,0.0,0.0,24.18,0.0
2007-01-07 00:00,0.0,0.2,53.06,0.0,0.0,10.6,0.0,0.0,36.15,0.0
2007-01-07 06:00,0.0,0.43,51.05,0.0,0.0,11.28,0.0,0.0,37.24,0.0
2007-01-07 12:00,0.25,0.51,40.58,0.0,0.0,14.75,2.02,0.0,41.89,0.0
2007-01-07 18:00,0.25,0.89,41.13,0.0,0.0,11.03,1.84,0.0,44.86,0.0
2007-01-08 00:00,0.0,0.0,40.99,0.0,0.0,9.68,1.59,0.0,47.74,0.0
2007-01-08 06:00,0.0,0.0,42.72,0.0,0.0,11.42,2.09,0.0,43.77,0.0
2007-01-08 12:00,2.36,0.5,49.0,0.0,0.0,10.73,1.59,0.0,35.82,0.0
2007-01-08 18:00,5.98,0.27,52.23,0.0,0.0,6.56,0.54,0.0,34.42,0.0
2007-01-09 00:00,2.22,0.05,53.49,0.0,0.0,3.8,0.27,0.0,40.17,0.0
2007-01-09 06:00,0.08,0.0,55.12,0.0,0.0,2.6,0.28,0.0,41.93,0.0
2007-01-09 12:00,0.31,0.0,42.85,0.0,0.0,1.94,0.26,0.0,54.63,0.0
2007-01-09 18:00,8.98,0.0,42.97,0.0,0.0,3.06,0.25,0.0,44.73,0.0
2007-01-10 00:00,16.99,0.0,45.17,0.0,0.0,3.23,0.05,0.0,34.56,0.0
2007-01-10 06:00,13.64,0.0,55.61,0.0,0.0,3.63,0.0,0.0,27.12,0.0
2007-01-10 12:00,15.73,0.04,57.2,0.0,0.0,3.01,0.0,0.0,24.03,0.0
2007-01-10 18:00,20.97,0.12,50.14,0.0,0.0,2.24,0.0,0.0,26.54,0.0
2007-01-11 00:00,23.77,0.0,37.51,0.0,0.0,1.17,0.0,0.0,37.56,0.0
2007-01-11 06:00,30.76,0.27,26.11,0.33,0.38,0.77,0.0,0.0,41.38,0.0
2007-01-11 12:00,25.27,5.01,28.27,1.5,0.47,0.52,0.0,0.0,38.97,0.0
2007-01-11 18:00,28.28,0.47,30.97,0.23,0.0,0.93,0.0,0.0,39.11,0.0
2007-01-12 00:00,21.35,0.0,43.51,0.0,0.02,1.68,0.0,0.0,33.44,0.0
2007-01-12 06:00,15.6,0.1,39.02,0.28,0.05,1.63,0.0,0.0,43.33,0.0
2007-01-12 12:00,19.03,0.22,31.0,0.14,0.06,1.12,0.0,0.0,48.43,0.0
2007-01-12 18:00,20.89,0.74,30.23,0.49,0.03,1.07,0.0,0.0,46.55,0.0
2007-01-13 00:00,22.78,0.71,27.5,0.63,0.16,1.21,0.0,0.0,47.01,0.0
2007-01-13 06:00,16.74,2.82,23.43,2.29,0.07,0.42,0.0,0.0,54.23,0.0
2007-01-13 12:00,13.46,3.24,20.76,2.6,0.0,0.51,0.0,0.0,59.43,0.0
2007-01-13 18:00,15.98,1.39,19.44,1.11,0.0,0.4,0.0,0.0,61.67,0.0
2007-01-14 00:00,10.63,1.09,28.63,0.05,0.0,0.98,0.0,0.0,58.62,0.0
2007-01-14 06:00,11.38,0.69,38.23,0.04,0.08,1.16,0.0,0.0,48.42,0.0
2007-01-14 12:00,43.84,0.07,10.38,0.0,0.0,0.65,0.0,0.0,45.06,0.0
2007-01-14 18:00,37.98,0.06,27.87,0.12,0.0,1.0,0.09,0.0,32.88,0.0
2007-01-15 00:00,33.33,0.14,36.75,0.07,0.0,1.68,0.0,0.0,28.02,0.0
2007-01-15 06:00,18.98,0.0,46.55,0.04,0.0,2.09,0.04,0.0,32.3,0.0
2007-01-15 12:00,17.66,0.0,38.18,0.0,0.0,0.56,0.48,0.0,43.12,0.0
2007-01-15 18:00,19.77,0.0,41.25,0.0,0.0,0.92,0.43,0.0,37.63,0.0
2007-01-16 00:00,1.35,0.0,32.28,0.0,0.0,2.22,0.23,0.0,63.92,0.0
2007-01-16 06:00,0.13,0.0,21.43,0.0,0.0,1.14,0.07,0.0,77.23,0.0
2007-01-16 12:00,0.94,0.0,18.1,0.0,0.0,1.99,0.0,0.0,78.97,0.0
2007-01-16 18:00,6.29,0.0,16.52,0.0,0.0,3.01,0.14,0.0,74.04,0.0
2007-01-17 00:00,18.65,0.0,15.89,0.0,0.0,3.8,0.0,0.0,61.66,0.0
2007-01-17 06:00,28.07,0.0,12.39,0.0,0.0,2.84,0.0,0.0,56.7,0.0
2007-01-17 12:00,27.37,0.0,20.78,0.0,0.0,5.08,0.0,0.0,46.76,0.0
2007-01-17 18:00,9.99,0.0,50.88,0.0,0.0,13.31,0.0,0.0,25.81,0.0
2007-01-18 00:00,6.57,0.0,52.1,0.0,0.0,14.96,0.0,0.0,26.38,0.0
2007-01-18 06:00,17.09,0.0,50.25,0.0,0.0,3.16,0.0,0.0,29.5,0.0
2007-01-18 12:00,18.48,0.0,54.18,0.0,0.0,6.18,0.0,0.0,21.16,0.0
2007-01-18 18:00,13.55,0.0,64.96,0.0,0.0,7.65,0.0,0.0,13.84,0.0
2007-01-19 00:00,6.24,0.0,64.38,0.0,0.0,8.23,0.0,0.0,21.06,0.09
2007-01-19 06:00,4.68,0.0,53.88,0.0,0.0,6.87,0.0,0.0,34.57,0.0
2007-01-19 12:00,1.04,0.0,34.69,0.0,0.0,4.73,0.03,0.0,58.66,0.85
2007-01-19 18:00,0.0,0.56,38.27,0.0,0.0,4.61,0.09,0.0,42.65,13.82
2007-01-20 00:00,0.0,0.93,54.99,0.0,0.0,1.12,0.08,0.0,26.12,16.77
2007-01-20 06:00,0.0,6.86,33.05,0.0,0.0,2.68,0.07,0.0,44.92,12.43
2007-01-20 12:00,0.0,8.49,26.27,0.0,0.0,1.67,0.0,0.0,53.98,9.58
2007-01-20 18:00,0.0,9.74,22.98,0.0,0.0,1.87,0.0,0.0,54.17,11.23
2007-01-21 00:00,0.0,17.56,26.76,2.57,0.0,2.94,0.0,0.0,33.4,16.76
2007-01-21 06:00,0.0,5.31,31.78,1.69,0.0,1.27,0.0,0.0,58.21,1.74
2007-01-21 12:00,3.01,1.23,47.76,1.59,0.0,2.01,0.0,0.0,41.29,3.12
2007-01-21 18:00,5.43,0.12,55.96,0.48,0.0,4.77,0.0,0.0,32.45,0.78
2007-01-22 00:00,15.16,0.0,52.94,0.0,0.0,6.17,0.0,0.0,25.73,0.0
2007-01-22 06:00,15.92,2.73,31.55,9.4,0.0,2.82,0.0,0.0,36.81,0.78
2007-01-22 12:00,13.3,8.54,23.77,17.64,0.0,1.6,0.0,0.0,35.05,0.09
2007-01-22 18:00,15.35,6.65,35.77,7.67,0.0,1.77,0.0,0.0,32.74,0.05
2007-01-23 00:00,13.14,6.23,39.96,6.49,0.0,3.19,0.0,0.0,30.76,0.22
2007-01-23 06:00,13.7,0.39,51.39,0.0,0.0,3.85,0.0,0.0,30.67,0.0
2007-01-23 12:00,12.42,0.09,53.61,0.02,0.0,4.48,0.0,0.0,29.38,0.0
2007-01-23 18:00,15.2,0.37,50.76,0.27,0.0,2.88,0.0,0.0,30.51,0.0
2007-01-24 00:00,17.49,0.2,54.68,0.11,0.0,1.4,0.0,0.0,26.12,0.0
2007-01-24 06:00,15.37,0.25,61.21,0.08,0.0,1.13,0.0,0.0,21.96,0.0
2007-01-24 12:00,18.52,0.02,55.79,0.12,0.0,1.41,0.0,0.0,24.14,0.0
2007-01-24 18:00,25.6,0.28,30.14,0.04,0.0,2.21,0.0,0.0,41.73,0.0
2007-01-25 00:00,22.89,0.63,23.46,0.17,0.0,0.3,0.0,0.0,52.55,0.0
2007-01-25 06:00,19.55,0.15,5.05,0.0,0.0,12.87,0.0,0.0,62.39,0.0
2007-01-25 12:00,12.65,0.0,7.4,0.12,0.0,13.82,0.0,0.0,65.98,0.04
2007-01-25 18:00,9.02,0.13,3.92,0.18,0.0,18.65,0.0,0.0,68.02,0.09
2007-01-26 00:00,6.1,0.0,3.88,0.0,0.0,7.56,0.0,0.0,79.47,2.99
2007-01-26 06:00,3.11,0.0,1.89,0.0,0.0,4.61,0.0,0.0,90.19,0.19
2007-01-26 12:00,1.72,0.0,8.35,0.0,0.0,4.32,0.0,0.0,85.61,0.0
2007-01-26 18:00,1.05,0.0,3.66,0.0,0.0,4.2,0.0,0.0,91.1,0.0
2007-01-27 00:00,0.74,0.0,9.38,0.0,0.0,4.61,0.0,0.0,85.27,0.0
2007-01-27 06:00,0.39,0.0,12.54,0.0,0.0,3.49,0.0,0.0,83.58,0.0
2007-01-27 12:00,0.39,0.0,8.56,0.0,0.0,4.65,0.0,0.0,86.39,0.0
2007-01-27 18:00,0.35,0.0,2.63,0.0,0.0,4.39,0.0,0.0,92.63,0.0
2007-01-28 00:00,0.03,0.0,1.79,0.0,0.0,3.32,0.0,0.0,94.85,0.0
2007-01-28 06:00,0.44,0.0,3.12,0.0,0.0,0.38,0.0,0.0,95.73,0.34
2007-01-28 12:00,0.41,0.07,0.65,0.0,0.0,0.0,0.36,0.0,97.74,0.77
2007-01-28 18:00,0.0,0.0,0.0,0.0,0.0,0.0,5.23,0.0,94.77,0.0
2007-01-29 00:00,0.0,0.0,0.0,0.0,0.0,0.0,14.65,0.0,85.35,0.0
2007-01-29 06:00,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,97.61,0.0
2007-01-29 12:00,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,93.14,0.0
2007-01-29 18:00,0.0,0.0,0.03,0.0,0.0,0.1,2.36,0.0,97.51,0.0
2007-01-30 00:00,5.92,0.0,0.12,0.0,0.0,0.35,1.66,0.0,91.95,0.0
2007-01-30 06:00,10.24,0.0,0.25,0.0,0.0,6.85,0.85,0.0,81.8,0.0
2007-01-30 12:00,17.41,0.0,0.03,0.0,0.0,16.51,0.57,0.0,65.49,0.0
2007-01-30 18:00,14.1,0.0,6.75,0.0,0.0,12.99,0.49,0.0,65.67,0.0
2007-01-31 00:00,11.97,0.0,1.07,0.0,0.0,36.83,0.28,0.0,49.84,0.0
2007-01-31 06:00,11.67,0.0,2.5,0.0,0.0,46.27,0.0,0.0,39.55,0.0
2007-01-31 12:00,11.11,0.0,1.46,0.0,0.0,35.53,2.38,0.0,49.52,0.0
2007-01-31 18:00,5.3,1.79,2.91,1.45,0.0,16.58,4.44,0.0,61.88,5.64
2007-02-01 00:00,4.43,0.61,1.07,3.21,0.0,7.79,6.41,0.0,70.99,5.5
2007-02-01 06:00,4.33,0.72,1.75,10.41,0.0,10.52,1.65,0.0,66.6,4.02
2007-02-01 12:00,15.29,0.04,5.03,3.76,0.0,32.42,0.16,0.0,40.8,2.49
2007-02-01 18:00,14.98,0.0,5.57,0.28,0.0,36.97,0.0,0.0,42.08,0.12
2007-02-02 00:00,10.63,0.0,4.94,0.0,0.0,36.11,0.08,0.0,48.25,0.0
2007-02-02 06:00,14.87,0.0,5.88,0.0,0.0,27.79,0.0,0.0,51.42,0.04
2007-02-02 12:00,13.76,0.0,6.6,0.52,0.0,27.69,0.0,0.0,51.35,0.09
2007-02-02 18:00,18.77,0.0,4.09,0.0,0.0,22.31,0.0,0.0,54.83,0.0
2007-02-03 00:00,20.89,0.0,6.29,0.0,0.0,14.93,0.0,0.0,57.89,0.0
2007-02-03 06:00,19.98,0.0,7.12,0.0,0.0,15.64,0.0,0.0,57.26,0.0
2007-02-03 12:00,17.46,0.0,9.11,0.0,0.0,18.8,0.0,0.0,54.63,0.0
2007-02-03 18:00,17.77,0.04,6.26,0.18,0.0,24.68,0.0,0.0,51.08,0.0
2007-02-04 00:00,16.38,0.0,6.47,2.4,0.0,32.91,0.0,0.0,40.94,0.91
2007-02-04 06:00,16.34,0.9,5.4,6.51,0.0,30.84,0.0,0.0,38.9,1.12
2007-02-04 12:00,12.3,1.41,9.31,12.13,0.14,23.81,0.0,0.0,39.52,1.37
2007-02-04 18:00,17.03,0.15,11.16,3.26,0.0,19.69,0.0,0.0,47.51,1.2
2007-02-05 00:00,17.92,4.89,5.83,11.32,0.09,17.97,0.0,0.0,40.87,1.11
2007-02-05 06:00,15.84,2.13,8.56,3.22,0.0,20.76,0.09,0.0,48.65,0.76
2007-02-05 12:00,4.43,8.92,7.77,27.8,0.0,8.56,0.0,0.0,35.42,7.09
2007-02-05 18:00,2.81,12.19,11.15,33.1,0.09,5.32,0.09,0.0,30.94,4.32
2007-02-06 00:00,4.22,9.29,13.76,19.96,0.0,7.96,0.0,0.0,41.55,3.27
2007-02-06 06:00,6.25,1.28,5.01,4.26,0.0,21.53,0.0,0.0,60.39,1.28
2007-02-06 12:00,0.86,0.0,1.16,0.0,0.0,25.32,0.03,0.0,72.63,0.0
2007-02-06 18:00,0.0,0.0,2.76,0.0,0.0,16.99,0.0,0.0,80.25,0.0
2007-02-07 00:00,0.0,0.0,0.0,0.0,0.0,0.55,3.62,0.0,95.83,0.0
2007-02-07 06:00,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,98.05,0.0
2007-02-07 12:00,0.0,0.0,0.0,0.0,0.0,8.85,0.38,0.0,90.77,0.0
2007-02-07 18:00,7.08,0.0,0.0,0.0,0.0,1.72,1.57,0.0,89.63,0.0
2007-02-08 00:00,7.71,0.0,0.0,0.0,0.0,3.36,0.53,0.0,88.4,0.0
2007-02-08 06:00,12.03,0.0,0.0,0.0,0.0,2.28,2.63,0.0,83.07,0.0
2007-02-08 12:00,20.11,0.0,0.0,0.0,0.0,2.27,2.27,0.0,75.34,0.0
2007-02-08 18:00,21.01,0.0,0.0,0.0,0.0,1.35,0.9,0.0,76.74,0.0
2007-02-09 00:00,16.81,0.0,0.0,0.0,0.0,2.08,1.01,0.0,80.1,0.0
2007-02-09 06:00,17.14,0.0,0.0,0.0,0.0,22.92,0.22,0.0,59.71,0.0
2007-02-09 12:00,20.77,0.0,0.04,0.0,0.0,14.01,0.94,0.0,64.24,0.0
2007-02-09 18:00,21.49,0.0,0.3,0.0,0.0,15.3,2.37,0.0,60.53,0.0
2007-02-10 00:00,20.09,0.0,0.11,0.0,0.0,9.87,2.4,0.0,67.52,0.0
2007-02-10 06:00,14.34,0.0,0.55,0.0,0.0,6.4,2.51,0.07,76.13,0.0
2007-02-10 12:00,16.27,0.0,5.0,0.0,0.0,2.61,5.49,0.0,70.63,0.0
2007-02-10 18:00,11.68,0.0,7.19,0.0,0.0,1.56,6.15,0.0,73.41,0.0
2007-02-11 00:00,10.82,0.0,9.14,0.0,0.0,0.0,5.7,0.0,74.34,0.0
2007-02-11 06:00,9.54,0.0,9.41,0.0,0.0,0.0,1.26,0.0,79.79,0.0
2007-02-11 12:00,8.64,0.0,4.3,0.0,0.0,0.0,1.87,0.0,85.19,0.0
2007-02-11 18:00,16.09,0.0,6.09,0.0,0.0,0.0,2.38,0.05,75.38,0.0
2007-02-12 00:00,12.13,0.0,10.95,0.0,0.0,0.33,3.08,0.0,73.51,0.0
2007-02-12 06:00,8.54,0.0,11.61,0.0,0.0,0.25,1.85,0.0,77.76,0.0
2007-02-12 12:00,9.66,0.0,19.47,0.0,0.0,0.24,1.76,0.0,68.87,0.0
2007-02-12 18:00,9.06,0.0,37.64,0.0,0.0,0.99,2.87,0.0,49.43,0.0
2007-02-13 00:00,6.91,0.0,50.9,0.0,0.0,0.98,2.71,0.0,38.42,0.08
2007-02-13 06:00,5.5,0.0,56.26,0.0,0.0,0.71,1.24,0.0,36.29,0.0
2007-02-13 12:00,5.75,0.0,47.2,0.0,0.0,0.28,0.81,0.0,45.95,0.0
2007-02-13 18:00,5.87,0.0,41.55,0.0,0.0,0.31,0.06,0.0,52.21,0.0
2007-02-14 00:00,4.18,0.0,42.12,0.0,0.0,1.19,0.56,0.0,51.95,0.0
2007-02-14 06:00,4.6,0.0,37.55,0.0,0.0,0.91,0.99,0.0,55.95,0.0
2007-02-14 12:00,5.78,0.0,47.83,0.0,0.0,0.03,0.58,0.0,45.77,0.0
2007-02-14 18:00,6.14,0.0,35.0,0.0,0.0,0.42,1.33,0.0,57.11,0.0
2007-02-15 00:00,6.37,0.0,23.72,0.0,0.0,0.15,1.41,0.0,68.35,0.0
2007-02-15 06:00,16.76,0.0,22.96,0.0,0.0,0.04,0.8,0.0,59.44,0.0
2007-02-15 12:00,30.6,0.0,22.26,0.0,0.0,0.13,0.38,0.0,46.63,0.0
2007-02-15 18:00,18.06,0.0,56.75,0.0,0.0,0.15,0.1,0.0,24.95,0.0
2007-02-16 00:00,20.32,0.0,50.07,0.0,0.0,0.14,0.3,0.0,29.17,0.0
2007-02-16 06:00,17.52,0.0,51.38,0.0,0.0,0.13,0.52,0.0,30.44,0.0
2007-02-16 12:00,24.64,0.0,27.45,0.0,0.0,0.0,1.26,0.0,46.65,0.0
2007-02-16 18:00,37.01,0.0,11.89,0.0,0.0,0.03,0.49,0.0,50.59,0.0
2007-02-17 00:00,42.95,0.0,18.11,0.0,0.0,0.0,0.21,0.0,38.73,0.0
2007-02-17 06:00,27.06,0.0,49.25,0.0,0.0,0.0,0.41,0.0,23.28,0.0
2007-02-17 12:00,24.08,0.0,48.77,0.0,0.0,0.1,0.39,0.0,26.67,0.0
2007-02-17 18:00,28.69,0.0,36.17,0.0,0.0,0.09,0.13,0.0,34.91,0.0
2007-02-18 00:00,23.28,0.15,36.93,0.0,0.0,0.2,0.03,0.0,39.41,0.0
2007-02-18 06:00,20.53,0.0,20.03,0.0,0.0,0.13,0.0,0.0,59.31,0.0
2007-02-18 12:00,14.0,0.0,17.53,0.0,0.0,0.05,1.62,0.0,66.81,0.0
2007-02-18 18:00,19.83,0.0,24.69,0.0,0.0,0.39,1.74,0.0,53.35,0.0
2007-02-19 00:00,14.42,0.0,25.58,0.0,0.0,2.8,10.18,0.0,47.03,0.0
2007-02-19 06:00,16.49,0.0,10.95,0.0,0.0,2.21,16.53,0.0,53.83,0.0
2007-02-19 12:00,17.83,0.0,2.9,0.0,0.0,4.6,8.42,0.0,66.24,0.0
2007-02-19 18:00,18.47,0.0,3.23,0.0,0.0,0.63,8.99,0.0,68.68,0.0
2007-02-20 00:00,22.07,0.0,1.9,0.0,0.0,1.32,5.5,0.0,69.22,0.0
2007-02-20 06:00,21.63,0.0,0.0,0.0,0.0,2.36,6.15,0.0,69.86,0.0
2007-02-20 12:00,22.99,0.0,0.0,0.0,0.0,3.46,4.39,0.0,69.16,0.0
2007-02-20 18:00,25.41,0.0,0.0,0.0,0.0,3.89,3.65,0.0,67.05,0.0
2007-02-21 00:00,19.14,0.0,0.0,0.0,0.0,3.31,13.5,0.0,64.05,0.0
2007-02-21 06:00,17.59,0.0,0.0,0.0,0.0,5.88,10.34,0.0,66.19,0.0
2007-02-21 12:00,21.35,0.0,0.0,0.0,0.0,5.5,4.74,0.0,68.41,0.0
2007-02-21 18:00,9.2,0.0,11.9,0.0,0.0,3.77,2.18,0.0,72.95,0.0
2007-02-22 00:00,3.32,0.0,11.74,0.0,0.0,0.64,2.81,0.0,81.49,0.0
2007-02-22 06:00,4.89,0.0,11.18,0.0,0.0,0.0,9.63,0.0,74.3,0.0
2007-02-22 12:00,14.85,0.0,20.27,0.0,0.0,0.0,3.86,0.0,61.02,0.0
2007-02-22 18:00,19.65,0.0,11.37,0.0,0.0,0.0,16.78,0.0,52.2,0.0
2007-02-23 00:00,19.43,0.0,6.54,0.0,0.0,0.0,23.04,0.0,50.98,0.0
2007-02-23 06:00,20.77,0.0,5.67,0.0,0.0,0.0,22.79,0.0,50.77,0.0
2007-02-23 12:00,25.58,0.0,2.65,0.0,0.0,0.13,17.63,0.0,54.02,0.0
2007-02-23 18:00,29.53,0.0,4.12,0.0,0.0,0.0,8.83,0.0,57.52,0.0
2007-02-24 00:00,28.03,0.0,3.55,0.0,0.0,0.0,6.42,0.0,62.01,0.0
2007-02-24 06:00,24.47,0.0,5.89,0.0,0.0,0.0,5.63,0.0,64.0,0.0
2007-02-24 12:00,18.42,0.0,4.39,0.0,0.0,0.0,1.73,0.0,75.45,0.0
2007-02-24 18:00,15.99,0.0,3.62,0.0,0.0,0.0,2.14,0.0,78.26,0.0
2007-02-25 00:00,15.94,0.0,2.95,0.0,0.0,0.0,2.98,0.0,78.13,0.0
2007-02-25 06:00,15.62,0.0,3.73,0.0,0.0,0.0,5.87,0.0,74.77,0.0
2007-02-25 12:00,22.08,0.0,1.41,0.0,0.0,0.0,7.23,0.0,69.29,0.0
2007-02-25 18:00,22.99,0.0,2.96,0.0,0.0,0.0,11.71,0.0,62.34,0.0
2007-02-26 00:00,17.95,0.0,4.96,0.0,0.0,0.0,9.64,0.0,67.45,0.0
2007-02-26 06:00,17.3,0.0,6.4,0.0,0.0,0.0,3.52,0.0,72.78,0.0
2007-02-26 12:00,15.6,0.0,7.39,0.0,0.0,0.0,1.91,0.0,75.1,0.0
2007-02-26 18:00,15.08,0.0,8.33,0.0,0.0,0.0,3.16,0.0,73.43,0.0
2007-02-27 00:00,13.21,0.0,7.53,0.0,0.0,1.1,2.72,0.0,75.44,0.0
2007-02-27 06:00,12.78,0.0,5.38,0.0,0.0,7.44,3.03,0.0,71.37,0.0
2007-02-27 12:00,15.71,0.0,9.76,0.0,0.0,7.08,2.54,0.0,64.9,0.0
2007-02-27 18:00,17.33,0.0,40.88,0.0,0.0,1.61,1.24,0.0,38.94,0.0
2007-02-28 00:00,15.48,0.0,51.87,0.0,0.0,0.56,0.52,0.0,31.56,0.0
2007-02-28 06:00,22.94,0.0,35.03,0.0,0.0,0.25,0.2,0.0,41.58,0.0
2007-02-28 12:00,13.35,0.0,49.06,0.0,0.0,1.39,0.85,0.0,35.35,0.0
2007-02-28 18:00,10.53,0.0,46.18,0.0,0.0,3.63,0.53,0.0,39.13,0.0
2007-03-01 00:00,10.33,0.0,47.73,0.0,0.0,5.62,0.83,0.0,35.49,0.0
2007-03-01 06:00,13.98,0.0,27.85,0.0,0.0,8.98,0.83,0.0,48.37,0.0
2007-03-01 12:00,13.25,0.0,38.31,0.0,0.0,9.75,1.06,0.0,37.63,0.0
2007-03-01 18:00,10.33,0.0,23.73,0.0,0.0,13.82,1.21,0.0,50.91,0.0
2007-03-02 00:00,9.33,0.0,41.33,0.0,0.0,1.71,0.29,0.0,47.33,0.0
2007-03-02 06:00,8.96,0.0,43.61,0.0,0.0,3.54,0.42,0.0,43.47,0.0
2007-03-02 12:00,7.63,0.0,47.85,0.0,0.0,8.31,0.32,0.0,35.89,0.0
2007-03-02 18:00,7.17,0.0,50.25,0.0,0.0,2.58,3.16,0.0,36.84,0.0
2007-03-03 00:00,0.0,0.0,48.41,0.0,0.0,8.5,2.75,0.0,40.34,0.0
2007-03-03 06:00,0.13,0.0,43.52,0.0,0.0,8.55,3.92,0.0,43.88,0.0
2007-03-03 12:00,2.45,1.26,34.99,0.07,0.0,6.3,2.3,0.0,52.63,0.0
2007-03-03 18:00,4.14,6.94,28.02,5.59,0.0,5.5,1.89,0.0,47.93,0.0
2007-03-04 00:00,7.55,5.99,29.65,5.89,0.0,5.52,0.83,0.0,44.57,0.0
2007-03-04 06:00,8.88,3.3,37.79,3.89,0.0,3.13,0.59,0.0,42.43,0.0
2007-03-04 12:00,8.4,2.42,44.1,1.78,0.0,2.5,0.57,0.0,40.23,0.0
2007-03-04 18:00,8.39,1.68,46.81,0.4,0.0,3.43,0.16,0.0,39.14,0.0
2007-03-05 00:00,11.54,0.53,39.43,0.13,0.0,4.47,0.13,0.0,43.76,0.0
2007-03-05 06:00,11.22,0.31,50.18,0.0,0.0,2.39,0.12,0.0,35.78,0.0
2007-03-05 12:00,11.9,0.0,54.95,0.0,0.0,3.63,0.03,0.0,29.49,0.0
2007-03-05 18:00,15.87,0.2,52.63,0.03,0.0,1.95,0.0,0.0,29.32,0.0
2007-03-06 00:00,10.99,0.0,47.34,0.0,0.0,0.84,0.0,0.0,40.83,0.0
2007-03-06 06:00,13.91,0.12,29.5,0.0,0.0,0.24,0.0,0.0,56.23,0.0
2007-03-06 12:00,16.88,0.23,56.94,0.11,0.0,2.15,0.0,0.0,23.68,0.0
2007-03-06 18:00,6.28,0.32,69.68,0.64,0.0,3.99,0.05,0.0,19.04,0.0
2007-03-07 00:00,4.33,0.0,76.88,0.0,0.0,2.13,0.0,0.0,16.67,0.0
2007-03-07 06:00,10.51,0.1,61.7,0.0,0.0,2.28,0.16,0.0,25.26,0.0
2007-03-07 12:00,17.39,0.0,48.23,0.0,0.0,2.65,0.06,0.0,31.66,0.0
2007-03-07 18:00,4.49,0.0,63.69,0.0,0.0,1.48,0.0,0.0,30.34,0.0
2007-03-08 00:00,3.13,0.0,62.04,0.0,0.0,0.36,0.0,0.0,34.47,0.0
2007-03-08 06:00,6.34,0.0,65.06,0.0,0.0,1.64,0.0,0.0,26.95,0.0
2007-03-08 12:00,20.47,0.0,38.74,0.0,0.0,6.96,0.0,0.0,33.83,0.0
2007-03-08 18:00,6.75,0.0,51.84,0.0,0.0,5.62,0.0,0.0,35.8,0.0
2007-03-09 00:00,4.41,0.0,52.38,0.0,0.0,5.1,0.0,0.0,38.11,0.0
2007-03-09 06:00,8.12,0.0,27.19,0.0,0.0,4.58,7.08,0.21,52.81,0.0
2007-03-09 12:00,17.2,0.0,11.25,0.0,0.0,3.51,4.38,0.32,63.33,0.0
2007-03-09 18:00,24.59,0.0,7.62,0.0,0.0,2.72,4.85,0.12,60.11,0.0
2007-03-10 00:00,24.35,0.0,9.09,0.0,0.0,1.82,4.06,0.42,60.27,0.0
