,Upwelling,Sahel,Sahara,West Africa,Central Africa,Europe,North America,South America,North Atlantic,South Atlantic
2014-07-27 12:00,15.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.49,0.0
2014-07-27 18:00,15.18,0.0,0.0,0.0,0.0,0.0,0.07,0.0,84.74,0.0
2014-07-28 00:00,23.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.32,0.0
2014-07-28 06:00,16.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.71,0.0
2014-07-28 12:00,10.04,0.0,0.0,0.0,0.0,0.0,0.97,0.0,89.0,0.0
2014-07-28 18:00,7.44,0.0,0.0,0.0,0.0,0.0,0.34,0.0,92.22,0.0
2014-07-29 00:00,13.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.45,0.0
2014-07-29 06:00,13.91,0.0,0.0,0.0,0.0,0.0,0.2,0.0,85.89,0.0
2014-07-29 12:00,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.84,0.0
2014-07-29 18:00,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.82,0.0
2014-07-30 00:00,1.56,0.0,0.0,0.0,0.0,1.05,0.0,0.0,97.39,0.0
2014-07-30 06:00,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.66,0.0
2014-07-30 12:00,0.27,0.0,0.0,0.0,0.0,0.09,0.0,0.0,99.64,0.0
2014-07-30 18:00,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.37,0.0
2014-07-31 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-07-31 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-07-31 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-07-31 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-08-01 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-08-01 06:00,2.36,0.0,0.0,0.0,0.0,0.51,0.0,0.0,97.14,0.0
2014-08-01 12:00,30.6,0.0,0.0,0.0,0.0,13.29,0.0,0.0,56.11,0.0
2014-08-01 18:00,29.31,0.0,0.0,0.0,0.0,15.78,0.0,0.0,52.05,2.86
2014-08-02 00:00,25.39,0.0,0.0,0.0,0.0,8.15,0.0,0.0,59.78,6.68
2014-08-02 06:00,24.64,0.0,0.0,0.0,0.0,12.36,0.0,0.0,63.01,0.0
2014-08-02 12:00,22.38,0.0,3.73,0.0,0.0,3.95,0.0,0.0,69.94,0.0
2014-08-02 18:00,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.01,0.0
2014-08-03 00:00,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.73,0.0
2014-08-03 06:00,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.36,0.0
2014-08-03 12:00,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.61,0.0
2014-08-03 18:00,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.52,0.0
2014-08-04 00:00,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.55,0.0
2014-08-04 06:00,7.72,0.0,0.0,0.0,0.0,0.07,0.0,0.0,92.21,0.0
2014-08-04 12:00,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.44,0.0
2014-08-04 18:00,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.96,0.0
2014-08-05 00:00,7.42,0.0,0.0,0.0,0.0,0.04,0.0,0.0,92.54,0.0
2014-08-05 06:00,4.74,0.0,0.0,0.0,0.0,0.46,0.0,0.0,94.8,0.0
2014-08-05 12:00,3.15,0.0,0.0,0.0,0.0,0.92,0.0,0.0,95.92,0.0
2014-08-05 18:00,4.12,0.0,0.0,0.0,0.0,0.33,0.0,0.0,95.55,0.0
2014-08-06 00:00,7.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.12,0.0
2014-08-06 06:00,11.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.28,0.0
2014-08-06 12:00,13.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.51,0.0
2014-08-06 18:00,5.36,0.0,0.0,0.0,0.0,0.0,1.34,0.0,93.3,0.0
2014-08-07 00:00,1.95,0.0,0.0,0.0,0.0,0.33,1.41,0.0,96.31,0.0
2014-08-07 06:00,0.45,0.0,0.0,0.0,0.0,0.0,0.83,0.0,98.72,0.0
2014-08-07 12:00,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.45,0.0
2014-08-07 18:00,14.85,0.0,0.0,0.0,0.0,0.76,0.0,0.0,84.39,0.0
2014-08-08 00:00,10.45,0.0,0.0,0.0,0.0,0.15,0.83,0.0,88.56,0.0
2014-08-08 06:00,2.51,0.0,0.0,0.0,0.0,1.74,0.78,0.0,94.97,0.0
2014-08-08 12:00,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.76,0.0
2014-08-08 18:00,1.73,0.0,0.0,0.0,0.0,0.47,0.4,0.0,97.4,0.0
2014-08-09 00:00,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.8,0.0
2014-08-09 06:00,10.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.49,0.0
2014-08-09 12:00,23.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.15,0.0
2014-08-09 18:00,14.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.66,0.0
2014-08-10 00:00,25.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.01,0.0
2014-08-10 06:00,31.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.73,0.0
2014-08-10 12:00,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.2,0.0
2014-08-10 18:00,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,0.0
2014-08-11 00:00,39.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.42,0.0
2014-08-11 06:00,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.8,0.0
2014-08-11 12:00,30.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.25,0.0
2014-08-11 18:00,29.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.22,0.0
2014-08-12 00:00,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4,0.0
2014-08-12 06:00,17.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.22,0.0
2014-08-12 12:00,23.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.21,0.0
2014-08-12 18:00,8.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.38,0.0
2014-08-13 00:00,0.73,0.0,0.0,0.0,0.0,0.0,0.07,0.0,99.2,0.0
2014-08-13 06:00,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,98.95,0.0
2014-08-13 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-08-13 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-08-14 00:00,3.51,0.0,0.0,0.0,0.0,0.0,0.07,0.0,96.43,0.0
2014-08-14 06:00,15.65,0.0,0.0,0.0,0.0,0.05,0.47,0.0,83.84,0.0
2014-08-14 12:00,11.72,0.0,0.0,0.0,0.0,6.11,0.0,0.0,82.17,0.0
2014-08-14 18:00,14.38,0.0,0.0,0.0,0.0,2.92,0.04,0.0,82.66,0.0
2014-08-15 00:00,17.69,0.0,0.0,0.0,0.0,0.64,0.15,0.0,81.52,0.0
2014-08-15 06:00,21.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.07,0.0
2014-08-15 12:00,22.69,0.0,0.58,0.0,0.0,0.94,0.0,0.0,75.79,0.0
2014-08-15 18:00,20.71,0.0,0.0,0.0,0.0,5.32,0.0,0.0,73.97,0.0
2014-08-16 00:00,17.52,0.0,0.0,0.0,0.0,3.63,0.0,0.0,78.86,0.0
2014-08-16 06:00,11.85,0.0,0.0,0.0,0.0,0.1,0.0,0.0,88.05,0.0
2014-08-16 12:00,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3,0.0
2014-08-16 18:00,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.08,0.0
2014-08-17 00:00,13.49,0.0,0.0,0.0,0.0,7.49,0.0,0.0,79.01,0.0
2014-08-17 06:00,27.77,0.0,0.0,0.0,0.0,1.15,0.0,0.0,71.08,0.0
2014-08-17 12:00,28.17,0.0,0.0,0.0,0.0,2.2,0.0,0.0,69.64,0.0
2014-08-17 18:00,22.65,0.0,0.0,0.0,0.0,1.3,0.0,0.0,76.06,0.0
2014-08-18 00:00,19.19,0.0,0.0,0.0,0.0,2.36,0.0,0.0,78.45,0.0
2014-08-18 06:00,32.02,0.0,0.0,0.0,0.0,1.41,0.0,0.0,66.58,0.0
2014-08-18 12:00,36.07,0.0,0.0,0.0,0.0,1.42,0.0,0.0,62.51,0.0
2014-08-18 18:00,36.03,0.0,0.0,0.0,0.0,4.9,0.0,0.0,59.07,0.0
2014-08-19 00:00,32.69,0.0,0.0,0.0,0.0,0.21,0.0,0.0,67.09,0.0
2014-08-19 06:00,28.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.78,0.0
2014-08-19 12:00,19.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.65,0.0
2014-08-19 18:00,6.71,0.0,0.0,0.0,0.0,0.79,0.0,0.0,92.51,0.0
2014-08-20 00:00,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.29,0.0
2014-08-20 06:00,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.83,0.0
2014-08-20 12:00,7.08,0.0,0.0,0.0,0.0,0.12,0.0,0.0,92.81,0.0
2014-08-20 18:00,10.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.95,0.0
2014-08-21 00:00,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.6,0.0
2014-08-21 06:00,13.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.33,0.0
2014-08-21 12:00,13.48,0.0,0.0,0.0,0.0,1.31,0.0,0.0,85.21,0.0
2014-08-21 18:00,14.34,0.0,0.0,0.0,0.0,2.94,0.0,0.0,82.73,0.0
2014-08-22 00:00,12.84,0.0,0.0,0.0,0.0,0.08,0.0,0.0,87.08,0.0
2014-08-22 06:00,8.61,0.0,0.0,0.0,0.0,0.66,0.0,0.0,90.74,0.0
2014-08-22 12:00,2.8,0.22,0.22,0.0,0.0,2.8,0.0,0.0,89.99,3.98
2014-08-22 18:00,0.79,0.65,1.57,0.0,0.0,3.53,0.0,0.0,88.61,4.84
2014-08-23 00:00,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,95.31,1.93
2014-08-23 06:00,3.39,0.0,0.0,0.0,0.0,9.16,0.0,0.0,87.45,0.0
2014-08-23 12:00,9.24,0.0,0.0,0.0,0.0,0.34,0.0,0.0,90.42,0.0
2014-08-23 18:00,26.91,0.0,0.69,0.0,0.0,1.45,0.0,0.0,70.95,0.0
2014-08-24 00:00,30.55,0.0,0.0,0.0,0.0,0.38,0.0,0.0,68.99,0.08
2014-08-24 06:00,18.38,0.71,0.55,1.11,0.0,0.63,0.0,0.0,78.61,0.0
2014-08-24 12:00,30.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.39,0.0
2014-08-24 18:00,34.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.03,0.0
2014-08-25 00:00,30.66,0.0,0.0,0.0,0.0,0.2,0.0,0.0,69.14,0.0
2014-08-25 06:00,26.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.75,0.0
2014-08-25 12:00,32.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.75,0.0
2014-08-25 18:00,29.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.67,0.0
2014-08-26 00:00,27.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.41,0.0
2014-08-26 06:00,24.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.31,0.0
2014-08-26 12:00,23.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.33,0.0
2014-08-26 18:00,32.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.78,0.0
2014-08-27 00:00,25.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.01,0.0
2014-08-27 06:00,17.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.45,0.0
2014-08-27 12:00,17.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.06,0.0
2014-08-27 18:00,25.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.98,0.0
2014-08-28 00:00,24.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89,0.0
2014-08-28 06:00,17.43,0.0,0.0,0.0,0.0,0.49,0.0,0.0,82.08,0.0
2014-08-28 12:00,22.6,0.0,0.0,0.0,0.0,0.26,0.0,0.0,77.14,0.0
2014-08-28 18:00,6.39,0.0,0.0,0.0,0.0,0.1,0.0,0.0,93.52,0.0
2014-08-29 00:00,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.69,0.0
2014-08-29 06:00,1.05,0.0,0.0,0.0,0.0,0.14,0.0,0.0,98.81,0.0
2014-08-29 12:00,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92,0.0
2014-08-29 18:00,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,97.06,0.0
2014-08-30 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,99.54,0.0
2014-08-30 06:00,0.14,0.0,0.0,0.0,0.0,0.07,0.27,0.0,99.52,0.0
2014-08-30 12:00,21.98,0.0,3.0,0.0,0.0,0.67,0.28,0.0,73.97,0.11
2014-08-30 18:00,22.48,0.0,11.89,0.0,0.0,1.44,0.0,0.0,63.65,0.53
2014-08-31 00:00,21.53,0.0,12.06,0.0,0.0,1.62,0.0,0.0,64.79,0.0
2014-08-31 06:00,23.75,0.0,1.53,0.0,0.0,0.65,0.0,0.0,74.07,0.0
2014-08-31 12:00,21.25,0.71,1.98,0.16,0.0,3.25,0.0,0.0,72.56,0.08
2014-08-31 18:00,28.38,0.0,0.66,0.0,0.0,0.1,0.0,0.0,70.85,0.0
2014-09-01 00:00,22.42,0.0,0.0,0.0,0.0,1.15,0.0,0.0,76.43,0.0
2014-09-01 06:00,27.54,0.0,0.0,0.0,0.0,0.62,0.0,0.0,71.84,0.0
2014-09-01 12:00,30.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.48,0.0
2014-09-01 18:00,34.25,0.0,0.0,0.0,0.0,0.0,0.41,0.0,65.34,0.0
2014-09-02 00:00,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6,0.0
2014-09-02 06:00,23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.74,0.0
2014-09-02 12:00,30.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.74,0.0
2014-09-02 18:00,16.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.77,0.0
2014-09-03 00:00,29.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.47,0.0
2014-09-03 06:00,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.02,0.0
2014-09-03 12:00,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.59,0.0
2014-09-03 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-09-04 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-09-04 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-09-04 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-09-04 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-09-05 00:00,25.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.79,0.0
2014-09-05 06:00,38.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.22,0.0
2014-09-05 12:00,34.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.31,0.0
2014-09-05 18:00,4.13,0.0,0.93,0.0,0.0,0.64,0.0,0.0,50.86,43.43
2014-09-06 00:00,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.37,66.53
2014-09-06 06:00,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.22,61.36
2014-09-06 12:00,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.15,60.58
2014-09-06 18:00,5.68,0.1,0.59,0.0,0.0,0.0,0.0,0.0,63.27,30.35
2014-09-07 00:00,7.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.46,0.0
2014-09-07 06:00,19.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.55,0.0
2014-09-07 12:00,2.27,0.0,0.0,0.0,0.0,0.04,0.0,0.0,97.69,0.0
2014-09-07 18:00,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.75,0.0
2014-09-08 00:00,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.89,0.0
2014-09-08 06:00,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.25,0.0
2014-09-08 12:00,36.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.43,0.0
2014-09-08 18:00,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.3,0.0
2014-09-09 00:00,23.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.15,0.0
2014-09-09 06:00,32.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.65,0.0
2014-09-09 12:00,35.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.61,0.0
2014-09-09 18:00,5.56,0.0,0.04,0.13,0.0,0.0,0.0,0.0,22.12,72.14
2014-09-10 00:00,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.62,80.26
2014-09-10 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0
2014-09-10 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,97.83
2014-09-10 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,99.76
2014-09-11 00:00,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.42,67.06
2014-09-11 06:00,25.46,0.06,0.06,0.0,0.0,0.0,0.0,0.0,74.25,0.17
2014-09-11 12:00,25.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.22,0.0
2014-09-11 18:00,19.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.33,0.0
2014-09-12 00:00,18.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.55,0.0
2014-09-12 06:00,10.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.26,0.0
2014-09-12 12:00,25.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.91,0.0
2014-09-12 18:00,26.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.94,0.0
2014-09-13 00:00,47.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.93,0.0
2014-09-13 06:00,42.08,0.0,0.0,0.0,0.0,0.0,0.56,0.0,57.36,0.0
2014-09-13 12:00,37.85,0.0,0.0,0.0,0.0,0.0,0.73,0.0,61.42,0.0
2014-09-13 18:00,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.2,0.0
2014-09-14 00:00,43.41,0.0,0.33,0.0,0.0,0.0,0.0,0.0,56.26,0.0
2014-09-14 06:00,41.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.89,0.0
2014-09-14 12:00,29.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.48,0.0
2014-09-14 18:00,9.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.99,0.0
2014-09-15 00:00,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.85,0.0
2014-09-15 06:00,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.54,0.0
2014-09-15 12:00,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.48,0.0
2014-09-15 18:00,16.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.11,0.0
2014-09-16 00:00,14.23,0.0,0.56,0.0,0.0,0.0,0.0,0.0,83.67,1.54
2014-09-16 06:00,13.8,0.0,0.11,0.0,0.0,0.0,0.0,0.0,79.25,6.84
2014-09-16 12:00,12.15,0.19,1.95,0.0,0.0,0.0,0.0,0.0,84.41,1.3
2014-09-16 18:00,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6,0.0
2014-09-17 00:00,35.59,0.0,0.46,0.0,0.0,0.0,0.0,0.0,63.95,0.0
2014-09-17 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-09-17 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-09-17 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-09-18 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-09-18 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2014-09-18 12:00,15.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.54,0.0
2014-09-18 18:00,13.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.13,0.0
2014-09-19 00:00,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.52,0.0
2014-09-19 06:00,16.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.06,0.0
2014-09-19 12:00,17.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.13,0.0
2014-09-19 18:00,20.75,0.0,0.0,0.0,0.0,0.0,8.79,0.0,70.47,0.0
2014-09-20 00:00,11.8,0.0,0.0,0.0,0.0,2.97,0.0,0.0,85.23,0.0
2014-09-20 06:00,17.84,0.0,0.0,0.0,0.0,0.08,0.0,0.0,82.08,0.0
2014-09-20 12:00,17.62,0.0,0.0,0.0,0.0,6.34,1.89,0.0,74.15,0.0
2014-09-20 18:00,25.96,0.0,0.0,0.0,0.0,3.19,5.39,0.0,65.46,0.0
2014-09-21 00:00,18.82,0.0,0.0,0.0,0.0,5.3,1.63,0.0,74.25,0.0
2014-09-21 06:00,28.62,0.0,0.0,0.0,0.0,1.54,1.08,0.0,68.77,0.0
2014-09-21 12:00,25.9,0.0,0.0,0.0,0.0,1.66,0.72,0.0,71.71,0.0
2014-09-21 18:00,19.03,0.0,0.0,0.0,0.0,1.04,0.39,0.0,79.54,0.0
2014-09-22 00:00,0.66,0.17,0.32,0.12,0.0,0.0,0.0,0.0,17.5,81.23
2014-09-22 06:00,1.92,0.0,0.25,0.03,0.0,0.0,0.0,0.0,12.12,85.69
2014-09-22 12:00,2.13,0.45,0.05,1.71,0.0,0.0,0.0,0.0,3.51,92.15
2014-09-22 18:00,3.94,0.7,0.0,0.42,0.0,0.0,0.0,0.0,21.99,72.96
2014-09-23 00:00,3.97,1.01,0.0,1.18,0.0,0.0,0.0,0.0,11.13,82.7
2014-09-23 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2014-09-23 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2014-09-23 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2014-09-24 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2014-09-24 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2014-09-24 12:00,0.93,1.11,0.0,0.06,0.0,0.0,0.0,0.0,38.86,59.05
2014-09-24 18:00,16.08,0.28,2.6,0.0,0.0,0.0,0.0,0.0,80.95,0.09
2014-09-25 00:00,33.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.74,0.0
2014-09-25 06:00,30.86,0.0,0.7,0.0,0.0,0.0,0.0,0.0,68.44,0.0
2014-09-25 12:00,33.33,0.0,0.0,1.14,0.0,0.0,0.0,0.0,65.52,0.0
2014-09-25 18:00,28.3,0.7,0.28,0.91,0.0,0.0,0.0,0.0,69.8,0.0
2014-09-26 00:00,31.57,0.0,0.31,0.0,0.0,0.0,0.0,0.0,68.11,0.0
2014-09-26 06:00,32.95,0.0,0.45,0.0,0.0,0.0,0.0,0.0,66.16,0.45
2014-09-26 12:00,27.27,0.34,0.85,0.68,0.0,0.0,0.0,0.0,70.87,0.0
2014-09-26 18:00,22.43,0.77,1.86,2.84,0.0,0.0,0.0,0.0,70.46,1.64
2014-09-27 00:00,21.16,6.46,0.32,1.27,0.0,0.0,0.0,0.0,70.16,0.63
2014-09-27 06:00,20.36,0.62,0.39,0.0,0.0,0.0,0.0,0.0,78.64,0.0
2014-09-27 12:00,11.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.04,0.0
2014-09-27 18:00,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.75,0.0
2014-09-28 00:00,18.06,0.0,0.0,0.0,0.0,9.37,0.0,0.0,72.56,0.0
2014-09-28 06:00,27.54,0.0,0.0,0.0,0.0,9.68,0.0,0.0,62.77,0.0
2014-09-28 12:00,33.9,0.0,0.23,0.0,0.0,0.84,0.0,0.0,65.03,0.0
2014-09-28 18:00,28.38,0.0,0.94,0.0,0.0,2.82,0.0,0.0,67.48,0.38
2014-09-29 00:00,36.59,0.0,0.0,0.0,0.0,2.54,0.0,0.0,60.86,0.0
2014-09-29 06:00,35.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03,0.0
2014-09-29 12:00,26.22,0.0,0.0,0.0,0.0,0.41,0.0,0.0,70.24,3.12
2014-09-29 18:00,39.97,0.0,0.0,0.0,0.0,0.95,0.0,0.0,59.08,0.0
2014-09-30 00:00,28.69,0.0,0.0,0.0,0.0,1.85,0.0,0.0,69.46,0.0
2014-09-30 06:00,31.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.18,0.0
2014-09-30 12:00,35.1,0.0,0.0,0.0,0.0,1.56,0.0,0.0,63.34,0.0
2014-09-30 18:00,29.7,0.0,0.0,0.0,0.0,2.12,0.0,0.0,68.18,0.0
2014-10-01 00:00,24.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.44,0.0
2014-10-01 06:00,28.8,0.0,0.0,0.0,0.0,0.0,0.54,0.0,70.65,0.0
2014-10-01 12:00,17.61,0.0,0.0,0.0,0.0,0.5,0.0,0.0,81.89,0.0
2014-10-01 18:00,15.75,0.0,0.0,0.0,0.0,3.72,0.0,0.0,80.53,0.0
2014-10-02 00:00,28.85,0.0,0.0,0.0,0.0,10.52,0.0,0.0,60.63,0.0
2014-10-02 06:00,14.58,0.0,0.0,0.0,0.0,26.13,0.0,0.0,59.3,0.0
2014-10-02 12:00,13.45,0.0,0.0,0.0,0.0,33.17,0.0,0.0,53.38,0.0
2014-10-02 18:00,14.61,0.0,2.78,0.0,0.0,16.2,0.0,0.0,66.4,0.0
2014-10-03 00:00,22.29,0.0,0.0,0.0,0.0,1.33,0.0,0.0,76.39,0.0
2014-10-03 06:00,17.52,0.0,0.0,0.0,0.0,1.27,0.0,0.0,81.21,0.0
2014-10-03 12:00,15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.04,0.0
